"nom","matchs","dob","pob","city","no","decade","first_selection","last_selection","premiere_selection","derniere_selection","points","url","birth_info","first","last","lat","long"
"Emile Doussau",1,NA,NA,NA,326,1930-01-01,1938-05-15,1938-05-15,"le 15 mai 1938 contre la Roumanie","le 15 mai 1938 contre la Roumanie",0,"https://fr.wikipedia.org//w/index.php?title=Emile_Doussau&action=edit&redlink=1",NA,"15 mai 1938","15 mai 1938",NA,NA
"Raymond Le Goff",2,"1913-07-04","Paris 8e","Paris",327,1930-01-01,1938-05-15,1938-05-22,"le 15 mai 1938 contre la Roumanie","le 22 mai 1938 contre l'Allemagne",3,"https://fr.wikipedia.org//wiki/Raymond_Le_Goff","Naissance	
4 juillet 1913
Paris 8e","15 mai 1938","22 mai 1938",48.8774799,2.31765
"René Lombarteix",2,NA,NA,NA,328,1930-01-01,1938-05-15,1938-05-22,"le 15 mai 1938 contre la Roumanie","le 22 mai 1938 contre l'Allemagne",0,"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Lombarteix&action=edit&redlink=1",NA,"15 mai 1938","22 mai 1938",NA,NA
"André Rapin",1,NA,NA,NA,329,1930-01-01,1938-05-15,1938-05-15,"le 15 mai 1938 contre la Roumanie","le 15 mai 1938 contre la Roumanie",0,"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Rapin&action=edit&redlink=1",NA,"15 mai 1938","15 mai 1938",NA,NA
"Guy Vassal",2,"1914-11-12","Carcassonne (France)","Carcassonne",330,1930-01-01,1938-05-15,1938-05-22,"le 15 mai 1938 contre la Roumanie","le 22 mai 1938 contre l'Allemagne",0,"https://fr.wikipedia.org//wiki/Guy_Vassal_(rugby)","Naissance	12 novembre 1914
à Carcassonne (France)	","15 mai 1938","22 mai 1938",43.2130358,2.3491069
"Jacques Palat",1,"1915-05-25","Saint-Cyprien","Saint-Cyprien",331,1930-01-01,1938-05-22,1938-05-22,"le 22 mai 1938 contre l'Allemagne","le 22 mai 1938 contre l'Allemagne",0,"https://fr.wikipedia.org//wiki/Jacques_Palat","Naissance	
25 mai 1915
Saint-Cyprien","22 mai 1938","22 mai 1938",44.8693315,1.0461817
"Pierre Charton",1,NA,NA,NA,332,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//w/index.php?title=Pierre_Charton&action=edit&redlink=1",NA,"25 février 1940","25 février 1940",NA,NA
"Joseph Dutrey",1,NA,NA,NA,333,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//w/index.php?title=Joseph_Dutrey&action=edit&redlink=1",NA,"25 février 1940","25 février 1940",NA,NA
"Lucien Ferrand",1,NA,NA,NA,334,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//w/index.php?title=Lucien_Ferrand&action=edit&redlink=1",NA,"25 février 1940","25 février 1940",NA,NA
"François Méret",1,"1914-05-08","Pontacq (France)","Pontacq",335,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_M%C3%A9ret","Naissance	8 mai 1914
à Pontacq (France)	","25 février 1940","25 février 1940",43.1856262,-0.1144186
"Roger Paul",1,"1911-06-15","Sauxillanges (France)","Sauxillanges",336,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//wiki/Roger_Paul","Naissance	15 juin 1911
à Sauxillanges (France)	","25 février 1940","25 février 1940",45.5519544,3.3721049
"Henri Peyrelade",1,NA,NA,NA,337,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//w/index.php?title=Henri_Peyrelade&action=edit&redlink=1",NA,"25 février 1940","25 février 1940",NA,NA
"Robert Tourte",1,NA,NA,NA,338,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//w/index.php?title=Robert_Tourte&action=edit&redlink=1",NA,"25 février 1940","25 février 1940",NA,NA
"Marcel Tucoo-Chala",1,NA,NA,NA,339,1940-01-01,1940-02-25,1940-02-25,"le 25 février 1940 contre l'équipe de l'Armée de terre britannique","le 25 février 1940 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//w/index.php?title=Marcel_Tucoo-Chala&action=edit&redlink=1",NA,"25 février 1940","25 février 1940",NA,NA
"Georges Baladié",6,"1917-05-20","Ville-d'Avray","Ville-d'Avray",340,1940-01-01,1945-01-01,1946-03-10,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 10 mars 1946 contre les Kiwis (équipe de l'Armée néo-zélandaise)",9,"https://fr.wikipedia.org//wiki/Georges_Baladi%C3%A9","Naissance	
20 mai 1917
Ville-d'Avray","1er janvier 1945","10 mars 1946",48.8279362,2.1894241
"Yves Bergougnan",17,"1924-05-08","Toulouse (France)","Toulouse",341,1940-01-01,1945-01-01,1949-09-04,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 4 septembre 1949 contre l'Argentine",12,"https://fr.wikipedia.org//wiki/Yves_Bergougnan","Naissance	8 mai 1924
à Toulouse (France)	","1er janvier 1945","4 septembre 1949",43.6044622,1.4442469
"Jean Dauger",3,"1919-11-12","Cambo-les-Bains (France)","Cambo-les-Bains",342,1940-01-01,1945-01-01,1953-01-10,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 10 janvier 1953 contre l'Écosse",6,"https://fr.wikipedia.org//wiki/Jean_Dauger","Naissance	12 novembre 1919
à Cambo-les-Bains (France)	","1er janvier 1945","10 janvier 1953",43.3609139,-1.3994687
"Robert Geneste",2,NA,NA,NA,343,1940-01-01,1945-01-01,1949-09-04,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 4 septembre 1949 contre l'Argentine",0,"https://fr.wikipedia.org//w/index.php?title=Robert_Geneste&action=edit&redlink=1",NA,"1er janvier 1945","4 septembre 1949",NA,NA
"Auguste Jarasse",1,"1915-02-12","Ussel (France)","Ussel",344,1940-01-01,1945-01-01,1945-01-01,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//wiki/Auguste_Jarasse","Naissance	
12 février 1915
Ussel","1er janvier 1945","1er janvier 1945",45.545591,2.3119397
"Louis Junquas",13,"1920-09-11","Saint-Vincent-de-Tyrosse","Saint-Vincent-de-Tyrosse",345,1940-01-01,1945-01-01,1948-02-21,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 21 février 1948 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Louis_Junquas","Naissance	
11 septembre 1920
Saint-Vincent-de-Tyrosse","1er janvier 1945","21 février 1948",43.6604837,-1.3029669
"Jean Massare",6,"1922-08-29","Fontenay-sous-Bois (France)","Fontenay-sous-Bois",346,1940-01-01,1945-01-01,1946-04-22,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 22 avril 1946 contre le pays de Galles",3,"https://fr.wikipedia.org//wiki/Jean_Massare","Naissance	29 août 1922
à Fontenay-sous-Bois (France)	","1er janvier 1945","22 avril 1946",48.8490721,2.4749347
"Roger Minjat",1,"1920-08-03","Vénissieux (France)","Vénissieux",347,1940-01-01,1945-01-01,1945-01-01,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique",0,"https://fr.wikipedia.org//wiki/Roger_Minjat","Naissance	3 août 1920
à Vénissieux (France)	","1er janvier 1945","1er janvier 1945",45.6977109,4.8855966
"Alban Moga",22,"1923-05-01","Bordeaux (France)","Bordeaux",348,1940-01-01,1945-01-01,1949-09-04,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 4 septembre 1949 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/Alban_Moga","Naissance	1er mai 1923
à Bordeaux (France)	","1er janvier 1945","4 septembre 1949",44.841225,-0.5800364
"Jean Prat",51,"1923-08-01","Lourdes (France)","Lourdes",349,1940-01-01,1945-01-01,1955-04-10,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 10 avril 1955 contre l'Italie",144,"https://fr.wikipedia.org//wiki/Jean_Prat_(rugby_%C3%A0_XV)","Naissance	1er août 1923
à Lourdes (France)	","1er janvier 1945","10 avril 1955",43.0940904,-0.0464975
"Jean Prin-Clary",10,"1912-07-15","Marseille","Marseille",350,1940-01-01,1945-01-01,1947-03-22,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 22 mars 1947 contre le pays de Galles",3,"https://fr.wikipedia.org//wiki/Jean_Prin-Clary","Naissance	
15 juillet 1912
Marseille","1er janvier 1945","22 mars 1947",43.2961743,5.3699525
"André Sahuc",2,"1914-08-04","Castelnau-Montratier (France)","Castelnau-Montratier",351,1940-01-01,1945-01-01,1945-04-28,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique",3,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Sahuc","Naissance	4 août 1914
à Castelnau-Montratier (France)	","1er janvier 1945","28 avril 1945",44.26424375,1.34551305934755
"Robert Soro",21,"1922-11-28","Odos (France)","Odos",352,1940-01-01,1945-01-01,1949-09-04,"le 1er janvier 1945 contre l'équipe de l'Armée de terre britannique","le 4 septembre 1949 contre l'Argentine",6,"https://fr.wikipedia.org//wiki/Robert_Soro","Naissance	28 novembre 1922
à Odos (France)	","1er janvier 1945","4 septembre 1949",43.1973846,0.0581
"André Alvarez",20,"1923-05-26","Bayonne (France)","Bayonne",353,1940-01-01,1945-04-28,1951-04-07,"le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique","le 7 avril 1951 contre le pays de Galles",25,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Alvarez","Naissance	26 mai 1923
à Bayonne (France)	","28 avril 1945","7 avril 1951",43.4945144,-1.4736657
"Jacques Chaban-Delmas",1,NA,NA,NA,354,1940-01-01,1945-04-28,1945-04-28,"le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique","le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique",0,"https://fr.wikipedia.org//wiki/Jacques_Chaban-Delmas",NA,"28 avril 1945","28 avril 1945",NA,NA
"Gaston Combes",1,"1920-02-29","Toulouse (France)","Toulouse",355,1940-01-01,1945-04-28,1945-04-28,"le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique","le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique",0,"https://fr.wikipedia.org//wiki/Gaston_Combes","Naissance	29 février 1920
à Toulouse (France)	","28 avril 1945","28 avril 1945",43.6044622,1.4442469
"Lucien Rouffia",4,"1924-01-06","Narbonne (France)","Narbonne",356,1940-01-01,1945-04-28,1948-01-01,"le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique","le 1er janvier 1948 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Lucien_Rouffia","Naissance	6 janvier 1924
à Narbonne (France)	","28 avril 1945","1er janvier 1948",43.1837757,3.0041906
"Jean Villagra",1,NA,NA,NA,357,1940-01-01,1945-04-28,1945-04-28,"le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique","le 28 avril 1945 contre l'équipe des forces armées de l'Empire britannique",0,"https://fr.wikipedia.org//w/index.php?title=Jean_Villagra&action=edit&redlink=1",NA,"28 avril 1945","28 avril 1945",NA,NA
"Guy Basquet",33,"1921-07-13","Layrac (France)","Layrac",358,1940-01-01,1945-12-22,1952-03-17,"le 22 décembre 1945 contre le pays de Galles","le 17 mars 1952 contre l'Italie",24,"https://fr.wikipedia.org//wiki/Guy_Basquet","Naissance	13 juillet 1921
à Layrac (France)	","22 décembre 1945","17 mars 1952",44.1347039,0.6608919
"Henri Dutrain",8,NA,NA,NA,359,1940-01-01,1945-12-22,1949-08-28,"le 22 décembre 1945 contre le pays de Galles","le 28 août 1949 contre l'Argentine",0,"https://fr.wikipedia.org//w/index.php?title=Henri_Dutrain&action=edit&redlink=1",NA,"22 décembre 1945","28 août 1949",NA,NA
"Jean Matheu-Cambas",24,"1920-06-23","Gelos (France)","Gelos",360,1940-01-01,1945-12-22,1951-01-27,"le 22 décembre 1945 contre le pays de Galles","le 27 janvier 1951 contre l'Irlande",3,"https://fr.wikipedia.org//wiki/Jean_Matheu-Cambas","Naissance	23 juin 1920
à Gelos (France)	","22 décembre 1945","27 janvier 1951",43.2849213,-0.3708013
"Elie Pebeyre",8,"1923-01-27","Seilhac (France)","Seilhac",361,1940-01-01,1945-12-22,1947-04-19,"le 22 décembre 1945 contre le pays de Galles","le 19 avril 1947 contre l'Angleterre",3,"https://fr.wikipedia.org//wiki/Elie_Pebeyre","Naissance	27 janvier 1923
à Seilhac (France)	","22 décembre 1945","19 avril 1947",45.3663548,1.7144158
"Maurice Terreau",17,"1923-01-30","Bourg-en-Bresse","Bourg-en-Bresse",362,1940-01-01,1945-12-22,1951-01-13,"le 22 décembre 1945 contre le pays de Galles","le 13 janvier 1951 contre l'Écosse",15,"https://fr.wikipedia.org//wiki/Maurice_Terreau","Naissance	
30 janvier 1923
Bourg-en-Bresse","22 décembre 1945","13 janvier 1951",46.2051192,5.2250324
"Marcel Volot",5,"1917-06-27","Gonfreville-l'Orcher (France)","Gonfreville-l'Orcher",363,1940-01-01,1945-12-22,1946-04-22,"le 22 décembre 1945 contre le pays de Galles","le 22 avril 1946 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Marcel_Volot","Naissance	27 juin 1917
à Gonfreville-l'Orcher (France)	","22 décembre 1945","22 avril 1946",49.5039262,0.2338372
"Albert Kaempf",1,"1921-03-31","Itxassou (France)","Itxassou",364,1940-01-01,1946-01-01,1946-01-01,"le 1er janvier 1946 contre l'équipe des forces interarmées de l'Empire britannique","le 1er janvier 1946 contre l'équipe des forces interarmées de l'Empire britannique",0,"https://fr.wikipedia.org//wiki/Albert_Kaempf","Naissance	31 mars 1921
à Itxassou (France)	","1er janvier 1946","1er janvier 1946",43.333453,-1.409074
"Eugène Buzy",17,"1917-02-13","Bénéjacq","Bénéjacq",365,1940-01-01,1946-03-10,1949-09-04,"le 10 mars 1946 contre les Kiwis","le 4 septembre 1949 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Buzy","Naissance	
13 février 1917
Bénéjacq","10 mars 1946","4 septembre 1949",43.1915955,-0.213347
"Michel Sorondo",6,"1919-07-16","Hendaye","Hendaye",366,1940-01-01,1946-03-10,1948-01-01,"le 10 mars 1946 contre les Kiwis","le 1er janvier 1948 contre l'Irlande",3,"https://fr.wikipedia.org//wiki/Michel_Sorondo","Naissance	
16 juillet 1919
Hendaye","10 mars 1946","1er janvier 1948",43.3641518,-1.7616499
"Jean Lassègue",9,"1924-02-15","Rieumes (France)","Rieumes",367,1940-01-01,1946-04-22,1949-08-28,"le 22 avril 1946 contre le pays de Galles","le 28 août 1949 contre l'Argentine",15,"https://fr.wikipedia.org//wiki/Jean_Lass%C3%A8gue","Naissance	15 février 1924
à Rieumes (France)	","22 avril 1946","28 août 1949",43.4123126,1.1187328
"Marcel Jol",10,"1923-03-16","Biarritz (France)","Biarritz",368,1940-01-01,1947-01-01,1949-09-04,"le 1er janvier 1947 contre l'Écosse","le 4 septembre 1949 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/Marcel_Jol","Naissance	16 mars 1923
à Biarritz (France)	","1er janvier 1947","4 septembre 1949",43.47114375,-1.55272659066631
"Lucien Caron",10,NA,NA,NA,369,1940-01-01,1947-04-19,1949-08-28,"le 19 avril 1947 contre l'Angleterre","le 28 août 1949 contre l'Argentine",3,"https://fr.wikipedia.org//w/index.php?title=Lucien_Caron_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,"19 avril 1947","28 août 1949",NA,NA
"Gérard Dufau",38,"1924-08-27","Dax (France)","Dax",370,1940-01-01,1948-01-01,1957-05-19,"le 1er janvier 1948 contre l'Irlande","le 19 mai 1957 contre la Roumanie",6,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Dufau","Naissance	27 août 1924
à Dax (France)	","1er janvier 1948","19 mai 1957",43.7084065,-1.0518771
"Pierre Jeanjean",1,"1924-02-03","Port-Vendres","Port-Vendres",371,1940-01-01,1948-01-01,1948-01-01,"le 1er janvier 1948 contre l'Irlande","le 1er janvier 1948 contre l'Irlande",0,"https://fr.wikipedia.org//wiki/Pierre_Jeanjean","Naissance	
3 février 1924
Port-Vendres","1er janvier 1948","1er janvier 1948",42.5204146,3.1056167
"Lucien Martin",6,"1920-09-28","Pau","Pau",372,1940-01-01,1948-01-01,1950-01-14,"le 1er janvier 1948 contre l'Irlande","le 14 janvier 1950 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/Lucien_Martin_(rugby_%C3%A0_XV)","Naissance	
28 septembre 1920
Pau","1er janvier 1948","14 janvier 1950",43.2957547,-0.3685668
"Michel Pomathios",24,"1924-03-18","Bourg (France)","Bourg-en-Bresse",373,1940-01-01,1948-01-01,1954-01-09,"le 1er janvier 1948 contre l'Irlande","le 9 janvier 1954 contre l'Écosse",18,"https://fr.wikipedia.org//wiki/Michel_Pomathios","Naissance	18 mars 1924
à Bourg (France)	","1er janvier 1948","9 janvier 1954",45.0394689,-0.5596107
"Léon Bordenave",5,"1920-05-11","Odos (France)","Odos",374,1940-01-01,1948-01-11,1949-01-15,"le 11 janvier 1948 contre l'Australie","le 15 janvier 1949 contre l'Écosse",0,"https://fr.wikipedia.org//wiki/L%C3%A9on_Bordenave","Naissance	11 mai 1920
à Odos (France)	","11 janvier 1948","15 janvier 1949",43.1973846,0.0581
"Pierre Dizabo",13,"1929-10-04","Saint-Vincent-de-Tyrosse (France)","Saint-Vincent-de-Tyrosse",375,1940-01-01,1948-01-11,1960-08-17,"le 11 janvier 1948 contre l'Australie","le 17 août 1960 contre l'Argentine",6,"https://fr.wikipedia.org//wiki/Pierre_Dizabo","Naissance	4 octobre 1929
à Saint-Vincent-de-Tyrosse (France)	","11 janvier 1948","17 août 1960",43.6604837,-1.3029669
"Roger Lacaussade",2,NA,NA,NA,376,1940-01-01,1948-01-11,1948-01-24,"le 11 janvier 1948 contre l'Australie","le 24 janvier 1948 contre l'Écosse",3,"https://fr.wikipedia.org//w/index.php?title=Roger_Lacaussade&action=edit&redlink=1",NA,"11 janvier 1948","24 janvier 1948",NA,NA
"Pierre Aristouy",6,"1920-10-18","Arette (France)","Arette",377,1940-01-01,1948-01-24,1950-03-25,"le 24 janvier 1948 contre l'Écosse","le 25 mars 1950 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Pierre_Aristouy_(rugby_%C3%A0_XV)","Naissance	18 octobre 1920
à Arette (France)	","24 janvier 1948","25 mars 1950",43.0954277,-0.7172145
"Maurice Siman",6,"1924-07-12","Clermont-Ferrand (France)","Clermont-Ferrand",378,1940-01-01,1948-03-29,1950-03-25,"le 29 mars 1948 contre l'Angleterre","le 25 mars 1950 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Maurice_Siman","Naissance	12 juillet 1924
à Clermont-Ferrand (France)	","29 mars 1948","25 mars 1950",45.7774551,3.0819427
"Noël Baudry",5,"1914-04-01","Saint-Exupéry (France)","Saint-Exupéry",379,1940-01-01,1949-01-15,1949-09-04,"le 15 janvier 1949 contre l'Écosse","le 4 septembre 1949 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/No%C3%ABl_Baudry","Naissance	1er avril 1914
à Saint-Exupéry (France)	","15 janvier 1949","4 septembre 1949",44.626128,-0.1025077
"Jean Pilon",2,"1925-10-14","Bayonne","Bayonne",380,1940-01-01,1949-02-26,1950-02-25,"le 26 février 1949 contre l'Angleterre","le 25 février 1950 contre l'Angleterre",3,"https://fr.wikipedia.org//wiki/Jean_Pilon","Naissance	
14 octobre 1925
Bayonne","26 février 1949","25 février 1950",43.4945144,-1.4736657
"Francis Desclaux",3,NA,NA,NA,381,1940-01-01,1949-08-28,1953-04-26,"le 28 août 1949 contre l'Argentine","le 26 avril 1953 contre l'Italie",5,"https://fr.wikipedia.org//w/index.php?title=Francis_Desclaux&action=edit&redlink=1",NA,"28 août 1949","26 avril 1953",NA,NA
"Félix Lacrampe",1,"1924-12-12","Lannemezan","Lannemezan",382,1940-01-01,1949-09-04,1949-09-04,"le 4 septembre 1949 contre l'Argentine","le 4 septembre 1949 contre l'Argentine",0,"https://fr.wikipedia.org//wiki/F%C3%A9lix_Lacrampe","Naissance	
12 décembre 1924
Lannemezan","4 septembre 1949","4 septembre 1949",43.1252298,0.384241
"Roger Arcalis",5,"1927-06-01","Tarbes","Tarbes",383,1950-01-01,1950-01-14,1951-04-07,"le 14 janvier 1950 contre l'Écosse","le 7 avril 1951 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Roger_Arcalis","Naissance	
1er juin 1927
Tarbes","14 janvier 1950","7 avril 1951",43.232858,0.0781021
"René Biénès",29,"1923-08-02","Toulouse (France)","Toulouse",384,1950-01-01,1950-01-14,1956-04-14,"le 14 janvier 1950 contre l'Écosse","le 14 avril 1956 contre l'Angleterre",12,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Bi%C3%A9n%C3%A8s","Naissance	2 août 1923
à Toulouse (France)	","14 janvier 1950","14 avril 1956",43.6044622,1.4442469
"Firmin Bonnus",4,"1924-08-25","Toulon","Toulon",385,1950-01-01,1950-01-14,1950-03-25,"le 14 janvier 1950 contre l'Écosse","le 25 mars 1950 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Firmin_Bonnus","Naissance	
25 août 1924
Toulon","14 janvier 1950","25 mars 1950",43.1257311,5.9304919
"Roger Ferrien",4,"1924-11-09","Riscle","Riscle",386,1950-01-01,1950-01-14,1950-03-25,"le 14 janvier 1950 contre l'Écosse","le 25 mars 1950 contre le pays de Galles",0,"https://fr.wikipedia.org//wiki/Roger_Ferrien","Naissance	
9 novembre 1924
Riscle","14 janvier 1950","25 mars 1950",43.6444567,-0.0810699456803458
